69j0KoPJuwpnbGWrfn7Yll,27rdGxbavYJeBphck5MZAF,Picture (feat. Sheryl Crow),Nothing Breaks Like a Heart (feat. Miley Cyrus),0.05
69j0KoPJuwpnbGWrfn7Yll,4KULAymBBJcPRpk1yO4dOG,Picture (feat. Sheryl Crow),I Remember Everything (feat. Kacey Musgraves),0.1
4YjjNHtEsTX6Af4mCTupT5,5enxwA8aAbwZbf5qCHORXi,Bless The Broken Road,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0.02
7B1QliUMZv7gSTUGAfMRRD,7h70RTLbnhDyPGXjl3iEhh,Live Like You Were Dying,Need You Now,0.16
7B1QliUMZv7gSTUGAfMRRD,0JcKdUGNR7zI4jJDLyYXbi,Live Like You Were Dying,Stuck Like Glue,0.17
7B1QliUMZv7gSTUGAfMRRD,2glGP8kEfACgJdZ86kWxhN,Live Like You Were Dying,Are You With Me - Radio Edit,0.11
7B1QliUMZv7gSTUGAfMRRD,2TXtN9MoV308Y0z1HvyTfV,Live Like You Were Dying,You Make It Easy,0.15
7B1QliUMZv7gSTUGAfMRRD,27rdGxbavYJeBphck5MZAF,Live Like You Were Dying,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.12
7G6l2FtQyRhQgYgut2I6i8,4u26EevCNXMhlvE1xFBJwX,As Good As I Once Was,If I Die Young,0.11
7G6l2FtQyRhQgYgut2I6i8,4KULAymBBJcPRpk1yO4dOG,As Good As I Once Was,I Remember Everything (feat. Kacey Musgraves),0.1
4u26EevCNXMhlvE1xFBJwX,4KULAymBBJcPRpk1yO4dOG,If I Die Young,I Remember Everything (feat. Kacey Musgraves),0.1
7h70RTLbnhDyPGXjl3iEhh,2glGP8kEfACgJdZ86kWxhN,Need You Now,Are You With Me - Radio Edit,0.14
7h70RTLbnhDyPGXjl3iEhh,2TXtN9MoV308Y0z1HvyTfV,Need You Now,You Make It Easy,0.15
0JcKdUGNR7zI4jJDLyYXbi,27rdGxbavYJeBphck5MZAF,Stuck Like Glue,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.15
2OXidlnDThZR3zf36k6DVL,27rdGxbavYJeBphck5MZAF,Just A Kiss,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.12
0nrRP2bk19rLc0orkWPQk2,2glGP8kEfACgJdZ86kWxhN,Wake Me Up,Are You With Me - Radio Edit,0.16
0nrRP2bk19rLc0orkWPQk2,5Y35SjAfXjjG0sFQ3KOxmm,Wake Me Up,Nobody Gets Me,0.2
2glGP8kEfACgJdZ86kWxhN,2TXtN9MoV308Y0z1HvyTfV,Are You With Me - Radio Edit,You Make It Easy,0.13
2glGP8kEfACgJdZ86kWxhN,5Y35SjAfXjjG0sFQ3KOxmm,Are You With Me - Radio Edit,Nobody Gets Me,0.17
27rdGxbavYJeBphck5MZAF,4KULAymBBJcPRpk1yO4dOG,Nothing Breaks Like a Heart (feat. Miley Cyrus),I Remember Everything (feat. Kacey Musgraves),0.07
